club_name,city,state,website,contact_email,facebook,instagram,strava,member_count,membership_fee_usd,usat_member,profile_url,score,notes
Big Island Triathlon Company,Kansas City,Missouri,https://www.triathlonlearning.com/,dan@bigislandtriathloncompany.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8143,7,"Disciplines: Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Short Course | Contact: Daniel Gabbert"
Bike Works p/b Fred Beans,Doylestown,Pennsylvania,https://www.bikeworks.shop/team/,brian@bikeworks.shop,https://facebook.com/bikeworkspa,https://instagram.com/bikeworkspa,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8168,7,"Disciplines: Triathlon | Specialties: High School/Collegiate, Long Course, Short Course, Youth and Junior | Contact: Brian Boger"
Binghamton U Triathlon Club,Vestal,New York,https://www.triathlonlearning.com/,bingtriclub@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7701,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: John Birchwood"
Blairwood Triathlon,Louisville,Kentucky,https://www.blairwood.com/,blairwoodtriathlon@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7440,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Paratriathlon, Triathlon, Winter Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, Short Course | Contact: Nicholas Knopf"
BNG Endurance,Kenner,Louisiana,http://www.bngendurance.com,Bill.rushing@wsnelson.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6468,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Off-Road, Short Course | Contact: Bill Rushing"
Boca Raton Triathletes,Boca Raton,Florida,https://www.bocatri.com/,Info@bocaratontriathletes.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=133,7,"Disciplines: Aquabike, Duathlon, Triathlon | Specialties: Beginners, Long Course, Short Course, Women Specific, Youth and Junior | Contact: Kristy Breslaw"
Boerne Elite Aquatics,Fair Oaks Ranch,Texas,https://www.BoerneElite.com,Drew@BoerneElite.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7957,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Paratriathlon, Triathlon, Winter Triathlon | Specialties: Beginners, Clydesdale/Athena, High School/Collegiate, Long Course, Off-Road, Paratriathlon, Short Course, Youth and Junior | Contact: Drew Seelman"
Boogie Bears Tri Club,NEW MARKET,Maryland,https://www.louyaasports.org/Default.aspx?tabid=1262563,BoogieBearsTri@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6907,7,"Disciplines: Duathlon, Triathlon | Specialties: Beginners, Youth and Junior | Contact: Steven Clinton Hartman"
Boston Triathlon Team,Cambridge,Massachusetts,http://www.bostontriathlonteam.com,president@bostontriathlonteam.com,https://facebook.com/BostonTriathlonTeam,https://instagram.com/bostontriteam,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=251,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Triathlon | Specialties: Long Course, Off-Road, Short Course | Contact: Elizabeth Woodwell"
Boston University Triathlon Team,Boston,Massachusetts,http://www.bostonutriathlon.com/,buttinfo@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=252,7,Disciplines: Triathlon | Specialties: Short Course | Contact: Sasha Tcherepanova
Branden Scheel Racing,Greeley,Colorado,http://www.brandenscheelracing.com,branden@brandenscheelracing.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7494,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, Off-Road, Short Course | Contact: Branden Scheel"
Brevard Rockets,Palm Bay,Florida,https://www.triathlonlearning.com/,kyla@gobig.life,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7418,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Triathlon | Specialties: High School/Collegiate | Contact: Kyla Lupo"
Brittons Tri Force,San Antonio,Texas,http://brittonstriforce.com/,cdcanedy@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=5753,7,"Disciplines: Aquabike, Duathlon, Off Road, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, Off-Road, Short Course | Contact: Charlie CANEDY"
Caliber Endurance,Richardson,Texas,https://www.triathlonlearning.com/,mjhummel@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7565,7,"Disciplines: Triathlon | Specialties: Beginners, Draft Legal, High School/Collegiate, Off-Road, Short Course | Contact: MIKE HUMMEL"
Caliber Endurance High School Club,Richardson,Texas,https://www.triathlonlearning.com/,mjhummel@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7566,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: MIKE HUMMEL"
"Capital District Triathlon Club, Inc",East Schodack,New York,http://www.cdtriclub.org,phillipsm221@gmail.com,https://facebook.com/Capital-District-Triathlon-Club-24626056,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=5503,7,"Disciplines: Aquabike, Triathlon | Specialties: Beginners, Short Course | Contact: Margaret Phillips"
Capital Endurance Coaching,Germantown,Maryland,http://capitalendurancecoaching.com,capitalendurancecoaching@gmail.com,https://facebook.com/2008,https://instagram.com/capitalendurancecoaching,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7902,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Triathlon | Specialties: Beginners, Draft Legal, Long Course, Off-Road, Short Course | Contact: Capital Endurance Coaching"
Capuzzo Multisport Coaching,Pompton Plains,New Jersey,https://www.cmctri.com,coachpaul@cmctri.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6814,7,"Disciplines: Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Women Specific | Contact: Paul Capuzzo"
"Carbs, Coffee and Chaos Triathlon Social Club",Las Vegas,Nevada,https://www.triathlonlearning.com/,CarbsCoffeeAndChaos@gmail.com,https://www.facebook.com/groups/1347026289824608;,,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8006,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Short Course | Contact: Navin Rongratana"
Carolina Multisports,Fuquay Varina,North Carolina,https://carolinamultisports.com/,joel@carolinamultisports.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7095,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Long Course, Short Course | Contact: Joel Young"
Central Florida High School Tri Club (Warriors in Training),Orlando,Florida,http://www.cfltriclub.com,htorres@cfltriclub.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7603,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Hector Torres"
Central Florida ND Club(Warriors in Training),Orlando,Florida,http://www.cfltriclub.com,Htorres@cfltriclub.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7604,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Triathlon | Specialties: Beginners, Youth and Junior | Contact: Hector Torres"
Central Jersey Tri Club,Scotch Plains,New Jersey,http://www.centraljerseytriclub.com/,centraljerseytriclub@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=654,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Short Course | Contact: Kelly Mumber"
Chattanooga Triathlon Club,Chattanooga,Tennessee,http://www.chattTri.com,president@chatttri.com,https://facebook.com/2008,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=565,7,"Disciplines: Triathlon, Winter Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Youth and Junior | Contact: Lori Lyn Hicks"
Chico Triathlon Racing Team,Chico,California,https://www.triathlonlearning.com/,ChicoTriRacing@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8115,7,"Disciplines: Triathlon | Specialties: Long Course, Short Course | Contact: Michael Kuhne"
Clare Zecher Coaching,Stamford,Connecticut,https://www.clarezechercoaching.com,headcoach@clarezechercoaching.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7161,7,"Disciplines: Aquabike, Duathlon, Non-Traditional Event, Off Road, Triathlon, Winter Triathlon | Specialties: Beginners, Long Course, Off-Road, Short Course | Contact: Clare Zecher"
Clermont Triathlon Club,Clermont,Florida,http://www.clermonttriclub.com,info@clermonttriclub.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6777,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Short Course, Women Specific, Youth and Junior | Contact: Joshua Castleman"
Clermont Triathlon Club HS,Clermont,Florida,http://www.clermonttriclub.com,info@clermonttriclub.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7242,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Joshua Castleman"
Clermont Triathlon Youth Club,Clermont,Florida,http://www.clermonttriclub.com,info@clermonttriclub.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7286,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Short Course, Youth and Junior | Contact: Joshua Castleman"
CMRT,Chadds Ford,Pennsylvania,https://www.triathlonlearning.com/,meredithfoxjones@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7657,7,"Disciplines: Non-Traditional Event, Triathlon | Specialties: Beginners, Long Course, Short Course | Contact: Meredith Jones"
CMTEAM,Miami,Florida,http://www.cmteam.us,info@cmteam.us,https://www.facebook.com/USATriathlon/;,https://instagram.com/cmteam,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6673,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Draft Legal, Long Course, Short Course, Women Specific | Contact: SANDERSON PALMA"
CNY High School Triathlon Program,DeWitt,New York,http://www.cnytriathlon.org,president@cnytriathlon.org,https://facebook.com/2008,https://instagram.com/cny_tri,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7747,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Richard O'Neil"
CNY Triathlon Club,DeWitt,New York,http://www.cnytriathlon.org,president@cnytriathlon.org,https://facebook.com/2008,https://instagram.com/cny_tri,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=5584,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Triathlon | Specialties: Beginners, Clydesdale/Athena, High School/Collegiate, Long Course, NCAA, Short Course, Women Specific, Youth and Junior | Contact: Richard O'Neil"
COLA Tri Club,Columbia,South Carolina,https://www.triathlonlearning.com/,joeroof64@gmail.com,https://www.facebook.com/profile.php?id=61583747900509;,,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8118,7,"Disciplines: Triathlon | Specialties: Beginners, Long Course, Short Course | Contact: Joe Roof"
Colorado Mesa University Men's Triathlon Club,GRAND JUNCTION,Colorado,https://cmumavericks.com/,jmathe@coloradomesa.edu,https://www.facebook.com/USATriathlon/;,https://instagram.com/mesa.baseball,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8079,7,Disciplines: Triathlon | Contact: Jennifer Mathe
Colorado State University Triathlon,Fort Collins,Colorado,https://csurec.colostate.edu/sport-clubs/triathlon/,csutriathlon@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7789,7,Disciplines: Triathlon | Contact: Annette Ferrero
Columbus Tri Sport + Social Club,Grove City,Ohio,https://www.mambaendurance.com,columbustrisportclub@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7508,7,"Disciplines: Triathlon | Specialties: Beginners, Long Course, Short Course | Contact: gregory george"
Connecticut Coastline Triathletes,Old Saybrook,Connecticut,https://www.triathlonlearning.com/,chriskopcha@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7734,7,Disciplines: Triathlon | Specialties: High School/Collegiate | Contact: Christine Kopcha
Continuum Endurance,Springdale,Arkansas,https://www.triathlonlearning.com/,coachdavid.cagle@tridot.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7995,7,"Disciplines: Duathlon, Paratriathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Paratriathlon, Women Specific | Contact: David Cagle"
Crush Endurance,Knoxville,Tennessee,http://www.crushendurance.com,chris.gardner@crushendurance.com,https://facebook.com/2008,https://instagram.com/crushendurance,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6896,7,"Disciplines: Duathlon, Non-Traditional Event, Triathlon | Specialties: Beginners, Clydesdale/Athena, High School/Collegiate, Long Course, Short Course | Contact: Chris Gardner"
"CU Triathlon Team (University of Colorado, Boulder)",Boulder,Colorado,https://www.colorado.edu/recreation/sport-clubs/triathlon,paro6432@colorado.edu,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7337,7,"Disciplines: Triathlon | Specialties: Draft Legal, Short Course | Contact: Parker Rosenthal"
Cyclonaut Multisport,Agawam,Massachusetts,http://www.cyclonautmultisport.com,wayne@emmeg.net,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=608,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Triathlon | Specialties: Beginners | Contact: Wayne Ball"
Darby Creek Buffalos,West Jefferson,Ohio,https://www.darby-creek-buffalos-cross-country.com,littlemultisport@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7518,7,"Disciplines: Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Jimmy Little"
Darby Creek Buffalos HS Program,West Jefferson,Ohio,https://www.darby-creek-buffalos-cross-country.com,littlemultisport@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7713,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Jimmy Little"
Dartmouth College Triathlon Club,Hanover,New Hampshire,https://sites.dartmouth.edu/triathlon/,Dartmouth.Triathlon.Team@dartmouth.edu,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=5736,7,Disciplines: Triathlon | Contact: Ben Hinchliffe
DC Multisport Coaching,Naperville,Illinois,https://www.triathlonlearning.com/,denacolie@dcmultisportcoaching.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8180,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Paratriathlon, Triathlon | Specialties: Beginners, Draft Legal, Long Course, Paratriathlon, Short Course, Women Specific, Youth and Junior | Contact: Dena Colie"
Desert Endurance Racing,Chandler,Arizona,https://www.triathlonlearning.com/,coachkelly@azdesertendurance.com,https://www.facebook.com/groups/desertenduranceracing;,,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7828,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Triathlon, Winter Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Off-Road, Short Course, Women Specific | Contact: Kelly Mulvany"
DFW Multisport,Fort Worth,Texas,https://www.triathlonlearning.com/,tgortz73@yahoo.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8167,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Long Course, Short Course | Contact: Todd Gordon"
Diablo Valley Devils,Danville,California,https://www.triathlonlearning.com/,diablovalleydevils@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7655,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Triathlon | Specialties: High School/Collegiate | Contact: Rozel Tupaz"
Duke Triathlon Club (Duke University),Durham,North Carolina,https://duke.campusgroups.com/DTC/home/,duketriathlonclub@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=5592,7,"Disciplines: Duathlon, Triathlon | Contact: Maya Reilly"
Duquesne University Club Team,Pittsburgh,Pennsylvania,https://www.triathlonlearning.com/,richardbakerj@duq.edu,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8189,7,Disciplines: Triathlon | Contact: Joella Baker
E3 High School Team,Greensboro,North Carolina,http://e3endure.com/high-school-triathlon-team,coachmatt@E3endure.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7273,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Matthew Clancy"
E3 Youth Club,Greensboro,North Carolina,http://www.E3endure.com,coachmatt@E3endure.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7276,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Short Course, Youth and Junior | Contact: Matthew Clancy"
Elite Triathlon Academy,League city,Texas,https://www.triathlonlearning.com/,shane.armstrong2@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7660,7,"Disciplines: Triathlon | Specialties: Beginners, Draft Legal, High School/Collegiate, Long Course, Short Course, Youth and Junior | Contact: Shane Armstrong"
Elite Triathlon Academy High School Program,League City,Texas,https://www.triathlonlearning.com/,shane.armstrong2@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7859,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Shane Armstrong"
Emerald Valley Multisport,Eugene,Oregon,https://evmultisport.com,evmultisport@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7998,7,"Disciplines: Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, Short Course | Contact: Noah Shlesinger"
Empire State Endurance,Schenectady,New York,https://www.empirestateendurance.com,empirestateendurance@gmail.com,https://facebook.com/2008,https://instagram.com/empire_state_endurance,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8082,7,"Disciplines: Duathlon, Triathlon | Specialties: Beginners, Long Course, Short Course | Contact: Michelle Carr"
Endorphin Fitness,Henrico,Virginia,http://www.endorphinfitness.com,coaching@endorphinfitness.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=5707,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Triathlon | Specialties: Beginners, Draft Legal, High School/Collegiate, Long Course, Off-Road, Short Course, Women Specific, Youth and Junior | Contact: Michael Harlow"
Endorphin Fitness (High School),Henrico,Virginia,http://www.endorphinfitness.com,coaching@endorphinfitness.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7243,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Triathlon | Specialties: High School/Collegiate | Contact: Michael Harlow"
Endorphin Fitness Prince William County/ Dominion Mutlisport,Dumfries,Virginia,http://www.endorphinfitness.com/prince-william/,endorphinfitnesspwcva@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=5885,7,"Disciplines: Duathlon, Off Road, Triathlon | Specialties: Beginners, Draft Legal, High School/Collegiate, Long Course, NCAA, Short Course, Youth and Junior | Contact: Michael Crossin"
Endurance 2 Perform,Rockville,Maryland,http://www.endurance2perform.com,christina@endurance2perform.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6819,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Paratriathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, High School/Collegiate, Long Course, NCAA, Off-Road, Paratriathlon, Short Course, Women Specific, Youth and Junior | Contact: Christina Dorrer"
Endurance Insights,Boulder Creek,California,http://www.finishlineproduction.com,coach@finishlineproduction.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6829,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Triathlon | Specialties: Beginners, Clydesdale/Athena, Long Course, Paratriathlon, Short Course, Women Specific | Contact: Penni Bengtson"
EnduroQuest Racing,San Leandro,California,https://www.enduroquestracing.com,james@enduroquestracing.com,https://facebook.com/profile.php,https://instagram.com/enduroquestracing,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8056,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Triathlon | Specialties: Beginners, Draft Legal, High School/Collegiate, NCAA, Short Course, Youth and Junior | Contact: James Maes"
EnFlyte Endurance Coaching,MACUNGIE,Pennsylvania,http://www.enflyte.com,info@enflyte.com,https://facebook.com/EnFlyte,https://instagram.com/enflyte_coaching,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7784,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, Long Course, Off-Road, Short Course, Women Specific | Contact: Jonathan Zsigovits"
Evolve Multisports,PLEASANTON,California,https://www.triathlonlearning.com/,evolvemultisport@gmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6934,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Triathlon | Specialties: High School/Collegiate | Contact: Rozel Tupaz"
Exceed Endurance,Honolulu,Hawaii,http://www.ExceedEndurance.org,CoachToni@ExceedEndurance.org,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=6860,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Paratriathlon, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, High School/Collegiate, Long Course, NCAA, Off-Road, Paratriathlon, Short Course, Women Specific, Youth and Junior | Contact: Antonio Ferreira da Silva Neto"
Exceeding Expectations Foundation Tri Club,Cathedral City,California,http://eefoundation.org,cherie@cheriegruenfeld.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7708,7,"Disciplines: Duathlon, Triathlon | Specialties: High School/Collegiate | Contact: Cherie GRUENFELD"
Extreme Endurance Team,Grafton,Wisconsin,https://www.triathlonlearning.com/,melcherj@hotmail.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7324,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Off Road, Triathlon | Specialties: Beginners, Long Course, Off-Road, Short Course, Women Specific | Contact: Jeff Melcher"
Falfins Swimming,Colorado Springs,Colorado,https://www.falfins.org/,triathlon@falfins.org,https://facebook.com/2008,https://instagram.com/falfins_swim,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=8116,7,"Disciplines: Aquathlon, Triathlon | Specialties: High School/Collegiate, Youth and Junior | Contact: Brandy Dobbs"
Farm to Finish Line,Glassboro,New Jersey,http://www.farmtofinishline.com,anne@farmtofinishline.com,https://www.facebook.com/USATriathlon/;,https://www.instagram.com/usatriathlon/,,,,Yes,https://www.trifind.com/Clubs/ClubDetails?id=7819,7,"Disciplines: Aquabike, Aquathlon, Duathlon, Non-Traditional Event, Off Road, Triathlon | Specialties: Beginners, Clydesdale/Athena, Draft Legal, High School/Collegiate, Long Course, Short Course, Women Specific, Youth and Junior | Contact: Anne Fitzpatrick"
